Station, Shaft Number, Date-Time, WorkOrder, Part, Freq. 01 - Reading,Motor-Sanding, Freq. 02 - Reading,Motor-Polishing,Freq-Target,Formular -G,Formular -PO
Auto sanding - 1,4,12/20/2021 6:08,795797,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,5,12/20/2021 6:08,795797,SP400-IR-4,246,1450,246,1450,245,1,1
Auto sanding - 1,1,12/20/2021 6:33,794963,SP400-IR-4,249.6,1450,249.6,1450,245,1,1
Auto sanding - 1,2,12/20/2021 6:33,794963,SP400-IR-4,247.7,1450,247.7,1450,245,1,1
Auto sanding - 1,3,12/20/2021 6:34,794963,SP400-IR-4,249.8,1450,249.8,1450,245,1,1
Auto sanding - 1,4,12/20/2021 6:34,794963,SP400-IR-4,248.1,1450,248.1,1450,245,1,1
Auto sanding - 1,5,12/20/2021 6:34,794963,SP400-IR-4,247.8,1450,247.8,1450,245,1,1
Auto sanding - 1,3,12/20/2021 10:05,796251,SP400-IR-4,247,1450,247,1450,245,1,1
Auto sanding - 1,4,12/20/2021 10:08,796251,SP400-IR-4,249.8,1450,249.8,1450,245,1,1
Auto sanding - 1,5,12/20/2021 10:08,796251,SP400-IR-4,246.5,1450,246.5,1450,245,1,1
Auto sanding - 1,1,12/20/2021 10:08,796251,SP400-IR-4,249.3,1450,249.3,1450,245,1,1
Auto sanding - 1,2,12/20/2021 10:09,796251,SP400-IR-4,248.9,1450,248.9,1450,245,1,1
Auto sanding - 1,3,12/20/2021 10:09,796251,SP400-IR-4,249.1,1450,249.1,1450,245,1,1
Auto sanding - 1,4,12/20/2021 10:09,796251,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,5,12/20/2021 10:11,796251,SP400-IR-4,249.6,1450,249.6,1450,245,1,1
Auto sanding - 1,1,12/20/2021 11:38,794945,SP400-IR-4,250,1450,250,1450,245,1,1
Auto sanding - 1,1,12/20/2021 13:09,794945,SP400-IR-4,249,1450,249,1450,245,1,1
Auto sanding - 1,2,12/20/2021 13:09,794945,SP400-IR-4,249.6,1450,249.6,1450,245,1,1
Auto sanding - 1,3,12/20/2021 13:09,794945,SP400-IR-4,249.2,1450,249.2,1450,245,1,1
Auto sanding - 1,4,12/20/2021 13:09,794945,SP400-IR-4,249.2,1450,249.2,1450,245,1,1
Auto sanding - 1,5,12/20/2021 13:09,794945,SP400-IR-4,247,1450,247,1450,245,1,1
Auto sanding - 1,1,12/20/2021 13:10,794945,SP400-IR-4,248.6,1450,248.6,1450,245,1,1
Auto sanding - 1,2,12/20/2021 13:10,794945,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,3,12/20/2021 13:10,794945,SP400-IR-4,249.9,1450,249.9,1450,245,1,1
Auto sanding - 1,4,12/20/2021 13:10,794945,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,5,12/20/2021 13:11,794945,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,1,12/20/2021 22:38,794854,SP400-IR-4,248.1,1450,248.1,1450,245,1,1
Auto sanding - 1,2,12/20/2021 22:38,794854,SP400-IR-4,248.7,1450,248.7,1450,245,1,1
Auto sanding - 1,3,12/20/2021 22:39,794854,SP400-IR-4,249.8,1450,249.8,1450,245,1,1
Auto sanding - 1,4,12/20/2021 22:39,794854,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,5,12/20/2021 22:39,794854,SP400-IR-4,246.2,1450,246.2,1450,245,1,1
Auto sanding - 1,1,12/21/2021 4:59,796978,SP400-IR-4,249.3,1450,249.3,1450,245,1,1
Auto sanding - 1,2,12/21/2021 4:59,796978,SP400-IR-4,249.8,1450,249.8,1450,245,1,1
Auto sanding - 1,3,12/21/2021 4:59,796978,SP400-IR-4,250,1450,250,1450,245,1,1
Auto sanding - 1,4,12/21/2021 4:59,796978,SP400-IR-4,247.5,1450,247.5,1450,245,1,1
Auto sanding - 1,5,12/21/2021 5:00,796978,SP400-IR-4,248.1,1450,248.1,1450,245,1,1
Auto sanding - 1,1,12/21/2021 5:01,796978,SP400-IR-4,247.2,1450,247.2,1450,245,1,1
Auto sanding - 1,1,12/21/2021 7:44,797330,SP400-IR-4,247.5,1450,247.5,1450,245,1,1
Auto sanding - 1,2,12/21/2021 7:44,797330,SP400-IR-4,246.7,1450,246.7,1450,245,1,1
Auto sanding - 1,3,12/21/2021 7:44,797330,SP400-IR-4,249.6,1450,249.6,1450,245,1,1
Auto sanding - 1,4,12/21/2021 7:45,797330,SP400-IR-4,249.9,1450,249.9,1450,245,1,1
Auto sanding - 1,5,12/21/2021 7:45,797330,SP400-IR-4,249.1,1450,249.1,1450,245,1,1
Auto sanding - 1,1,12/22/2021 14:48,798386,SP400-IR-4,248.9,1450,248.9,1450,245,1,1
Auto sanding - 1,2,12/22/2021 14:48,798386,SP400-IR-4,248.8,1450,248.8,1450,245,1,1
Auto sanding - 1,3,12/22/2021 14:48,798386,SP400-IR-4,248.9,1450,248.9,1450,245,1,1
Auto sanding - 1,4,12/22/2021 14:48,798386,SP400-IR-4,249,1450,249,1450,245,1,1
Auto sanding - 1,5,12/22/2021 14:48,798386,SP400-IR-4,248.8,1450,248.8,1450,245,1,1
Auto sanding - 1,1,12/22/2021 22:34,798556,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,2,12/22/2021 22:35,798556,SP400-IR-4,248,1450,248,1450,245,1,1
Auto sanding - 1,3,12/22/2021 22:35,798556,SP400-IR-4,248.7,1450,248.7,1450,245,1,1
Auto sanding - 1,4,12/22/2021 22:35,798556,SP400-IR-4,250.1,1450,250.1,1450,245,1,1
Auto sanding - 1,5,12/22/2021 22:35,798556,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,1,12/22/2021 22:36,798555,SP400-IR-4,250.3,1450,250.3,1450,245,1,1
Auto sanding - 1,2,12/22/2021 22:36,798555,SP400-IR-4,249.4,1450,249.4,1450,245,1,1
Auto sanding - 1,3,12/22/2021 22:36,798555,SP400-IR-4,249.8,1450,249.8,1450,245,1,1
Auto sanding - 1,4,12/22/2021 22:36,798555,SP400-IR-4,248.8,1450,248.8,1450,245,1,1
Auto sanding - 1,5,12/22/2021 22:37,798555,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,3,12/23/2021 3:59,798537,SP400-IR-4,249.9,1450,249.9,1450,245,1,1
Auto sanding - 1,1,12/23/2021 4:57,9999999,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,2,12/23/2021 4:57,9999999,SP400-IR-4,249.3,1450,249.3,1450,245,1,1
Auto sanding - 1,3,12/23/2021 4:57,9999999,SP400-IR-4,247.1,1450,247.1,1450,245,1,1
Auto sanding - 1,4,12/23/2021 4:57,9999999,SP400-IR-4,249.1,1450,249.1,1450,245,1,1
Auto sanding - 1,5,12/23/2021 4:58,9999999,SP400-IR-4,250,1450,250,1450,245,1,1
Auto sanding - 1,1,12/23/2021 5:05,798539,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,2,12/23/2021 5:06,798539,SP400-IR-4,249.2,1450,249.2,1450,245,1,1
Auto sanding - 1,3,12/23/2021 5:06,798539,SP400-IR-4,250.1,1450,250.1,1450,245,1,1
Auto sanding - 1,4,12/23/2021 5:06,798539,SP400-IR-4,250,1450,250,1450,245,1,1
Auto sanding - 1,5,12/23/2021 5:06,798539,SP400-IR-4,248.6,1450,248.6,1450,245,1,1
Auto sanding - 1,1,12/22/2021 20:44,798535,SP400-IR-4,249.9,1450,249.9,1450,245,1,1
Auto sanding - 1,2,12/22/2021 20:45,798535,SP400-IR-4,248,1450,248,1450,245,1,1
Auto sanding - 1,3,12/22/2021 20:45,798535,SP400-IR-4,250,1450,250,1450,245,1,1
Auto sanding - 1,4,12/22/2021 20:45,798535,SP400-IR-4,250,1450,250,1450,245,1,1
Auto sanding - 1,5,12/22/2021 20:45,798535,SP400-IR-4,249.8,1450,249.8,1450,245,1,1
Auto sanding - 1,1,12/22/2021 20:49,798535,SP400-IR-4,249.2,1450,249.2,1450,245,1,1
Auto sanding - 1,2,12/22/2021 20:49,798535,SP400-IR-4,249.3,1450,249.3,1450,245,1,1
Auto sanding - 1,3,12/22/2021 20:50,798535,SP400-IR-4,248.8,1450,248.8,1450,245,1,1
Auto sanding - 1,4,12/22/2021 20:50,798535,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,1,12/23/2021 0:42,798531,SP400-IR-4,250.3,1450,250.3,1450,245,1,1
Auto sanding - 1,2,12/23/2021 0:43,798531,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,3,12/23/2021 0:44,798531,SP400-IR-4,249.9,1450,249.9,1450,245,1,1
Auto sanding - 1,4,12/23/2021 0:45,798531,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,5,12/23/2021 0:45,798531,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,1,12/23/2021 1:28,798550,SP400-IR-4,250,1450,250,1450,245,1,1
Auto sanding - 1,2,12/23/2021 1:32,798550,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,3,12/23/2021 1:33,798550,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,4,12/23/2021 1:33,798550,SP400-IR-4,249.1,1450,249.1,1450,245,1,1
Auto sanding - 1,5,12/23/2021 1:33,798550,SP400-IR-4,248.9,1450,248.9,1450,245,1,1
Auto sanding - 1,1,12/23/2021 1:33,798550,SP400-IR-4,248.1,1450,248.1,1450,245,1,1
Auto sanding - 1,2,12/23/2021 1:33,798550,SP400-IR-4,248.2,1450,248.2,1450,245,1,1
Auto sanding - 1,3,12/23/2021 1:33,798550,SP400-IR-4,246.6,1450,246.6,1450,245,1,1
Auto sanding - 1,4,12/23/2021 1:34,798550,SP400-IR-4,247.9,1450,247.9,1450,245,1,1
Auto sanding - 1,5,12/23/2021 1:34,798550,SP400-IR-4,248.8,1450,248.8,1450,245,1,1
Auto sanding - 1,1,12/23/2021 3:56,798551,SP400-IR-4,247.2,1450,247.2,1450,245,1,1
Auto sanding - 1,2,12/23/2021 3:56,798551,SP400-IR-4,247.4,1450,247.4,1450,245,1,1
Auto sanding - 1,3,12/23/2021 3:56,798551,SP400-IR-4,246.3,1450,246.3,1450,245,1,1
Auto sanding - 1,4,12/23/2021 3:56,798551,SP400-IR-4,246.9,1450,246.9,1450,245,1,1
Auto sanding - 1,5,12/23/2021 3:56,798551,SP400-IR-4,247.5,1450,247.5,1450,245,1,1
Auto sanding - 1,2,12/23/2021 18:38,798545,SP400-IR-4,247.9,1450,247.9,1450,245,1,1
Auto sanding - 1,3,12/23/2021 18:39,798545,SP400-IR-4,248.6,1450,248.6,1450,245,1,1
Auto sanding - 1,4,12/23/2021 18:39,798545,SP400-IR-4,249,1450,249,1450,245,1,1
Auto sanding - 1,5,12/23/2021 18:41,798545,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,1,12/23/2021 18:46,798546,SP400-IR-4,249.3,1450,249.3,1450,245,1,1
Auto sanding - 1,2,12/23/2021 18:46,798546,SP400-IR-4,249.1,1450,249.1,1450,245,1,1
Auto sanding - 1,3,12/23/2021 18:47,798546,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,4,12/23/2021 18:47,798546,SP400-IR-4,247.1,1450,247.1,1450,245,1,1
Auto sanding - 1,5,12/23/2021 18:47,798546,SP400-IR-4,248.8,1450,248.8,1450,245,1,1
Auto sanding - 1,1,12/23/2021 20:20,798529,SP400-IR-4,247.8,1450,247.8,1450,245,1,1
Auto sanding - 1,2,12/23/2021 20:20,798529,SP400-IR-4,246.8,1450,246.8,1450,245,1,1
Auto sanding - 1,3,12/23/2021 20:20,798529,SP400-IR-4,246.3,1450,246.3,1450,245,1,1
Auto sanding - 1,4,12/23/2021 20:21,798529,SP400-IR-4,250.1,1450,250.1,1450,245,1,1
Auto sanding - 1,5,12/23/2021 20:21,798529,SP400-IR-4,248.7,1450,248.7,1450,245,1,1
Auto sanding - 1,1,12/23/2021 21:24,798544,SP400-IR-4,248.3,1450,248.3,1450,245,1,1
Auto sanding - 1,2,12/23/2021 21:25,798544,SP400-IR-4,249.8,1450,249.8,1450,245,1,1
Auto sanding - 1,3,12/23/2021 21:25,798544,SP400-IR-4,249.8,1450,249.8,1450,245,1,1
Auto sanding - 1,4,12/23/2021 21:25,798544,SP400-IR-4,249.3,1450,249.3,1450,245,1,1
Auto sanding - 1,5,12/23/2021 21:27,798544,SP400-IR-4,247.1,1450,247.1,1450,245,1,1
Auto sanding - 1,1,12/24/2021 2:39,798547,SP400-IR-4,250.4,1450,250.4,1450,245,1,1
Auto sanding - 1,2,12/24/2021 2:39,798547,SP400-IR-4,248.2,1450,248.2,1450,245,1,1
Auto sanding - 1,3,12/24/2021 2:40,798547,SP400-IR-4,250.1,1450,250.1,1450,245,1,1
Auto sanding - 1,4,12/24/2021 2:40,798547,SP400-IR-4,249.2,1450,249.2,1450,245,1,1
Auto sanding - 1,5,12/24/2021 2:41,798547,SP400-IR-4,248.5,1450,248.5,1450,245,1,1
Auto sanding - 1,1,12/24/2021 4:08,799874,SP400-IR-4,248.6,1450,248.6,1450,245,1,1
Auto sanding - 1,2,12/24/2021 4:08,799874,SP400-IR-4,247.6,1450,247.6,1450,245,1,1
Auto sanding - 1,3,12/24/2021 4:08,799874,SP400-IR-4,248.3,1450,248.3,1450,245,1,1
Auto sanding - 1,4,12/24/2021 4:09,799874,SP400-IR-4,246.1,1450,246.1,1450,245,1,1
Auto sanding - 1,5,12/24/2021 4:09,799874,SP400-IR-4,248.1,1450,248.1,1450,245,1,1
Auto sanding - 1,1,12/24/2021 9:40,798549,SP400-IR-4,247.5,1450,247.5,1450,245,1,1
Auto sanding - 1,2,12/24/2021 9:40,798549,SP400-IR-4,249.4,1450,249.4,1450,245,1,1
Auto sanding - 1,3,12/24/2021 9:41,798549,SP400-IR-4,247.3,1450,247.3,1450,245,1,1
Auto sanding - 1,4,12/24/2021 9:41,798549,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,5,12/24/2021 9:41,798549,SP400-IR-4,248.1,1450,248.1,1450,245,1,1
Auto sanding - 1,1,12/24/2021 9:41,798549,SP400-IR-4,248.5,1450,248.5,1450,245,1,1
Auto sanding - 1,2,12/24/2021 9:42,798549,SP400-IR-4,247.9,1450,247.9,1450,245,1,1
Auto sanding - 1,3,12/24/2021 9:42,798549,SP400-IR-4,247.9,1450,247.9,1450,245,1,1
Auto sanding - 1,4,12/24/2021 9:42,798549,SP400-IR-4,247.9,1450,247.9,1450,245,1,1
Auto sanding - 1,5,12/24/2021 9:42,798549,SP400-IR-4,247.9,1450,247.9,1450,245,1,1
Auto sanding - 1,4,12/25/2021 19:23,800853,SP400-IR-4,247.5,1450,247.5,1450,245,1,1
Auto sanding - 1,5,12/25/2021 19:23,800853,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,1,12/28/2021 22:41,804087,SP400-IR-4,248.1,1450,248.1,1450,245,1,1
Auto sanding - 1,2,12/28/2021 22:41,804087,SP400-IR-4,248.6,1450,248.6,1450,245,1,1
Auto sanding - 1,3,12/28/2021 22:41,804087,SP400-IR-4,246.9,1450,246.9,1450,245,1,1
Auto sanding - 1,4,12/28/2021 22:41,804087,SP400-IR-4,249.6,1450,249.6,1450,245,1,1
Auto sanding - 1,5,12/28/2021 22:41,804087,SP400-IR-4,249.4,1450,249.4,1450,245,1,1
Auto sanding - 1,1,12/30/2021 18:42,805185,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,2,12/30/2021 18:43,805185,SP400-IR-4,249.4,1450,249.4,1450,245,1,1
Auto sanding - 1,3,12/30/2021 18:43,805185,SP400-IR-4,249,1450,249,1450,245,1,1
Auto sanding - 1,4,12/30/2021 18:43,805185,SP400-IR-4,247.4,1450,247.4,1450,245,1,1
Auto sanding - 1,5,12/30/2021 18:44,805185,SP400-IR-4,249.9,1450,249.9,1450,245,1,1
Auto sanding - 1,1,1/4/2022 0:35,807256,SP400-IR-4,246.3,1450,246.3,1450,245,1,1
Auto sanding - 1,2,1/4/2022 0:51,807256,SP400-IR-4,248,1450,248,1450,245,1,1
Auto sanding - 1,3,1/4/2022 0:51,807256,SP400-IR-4,247.9,1450,247.9,1450,245,1,1
Auto sanding - 1,4,1/4/2022 0:51,807256,SP400-IR-4,248,1450,248,1450,245,1,1
Auto sanding - 1,5,1/4/2022 0:51,807256,SP400-IR-4,248.1,1450,248.1,1450,245,1,1
Auto sanding - 1,1,1/4/2022 0:53,807144,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,2,1/4/2022 0:53,807144,SP400-IR-4,247.7,1450,247.7,1450,245,1,1
Auto sanding - 1,3,1/4/2022 0:53,807144,SP400-IR-4,249.1,1450,249.1,1450,245,1,1
Auto sanding - 1,4,1/4/2022 0:53,807144,SP400-IR-4,247.7,1450,247.7,1450,245,1,1
Auto sanding - 1,5,1/4/2022 0:54,807144,SP400-IR-4,249.6,1450,249.6,1450,245,1,1
Auto sanding - 1,1,1/3/2022 14:48,807143,SP400-IR-4,246.1,1450,246.1,1450,245,1,1
Auto sanding - 1,2,1/3/2022 14:48,807143,SP400-IR-4,247.8,1450,247.8,1450,245,1,1
Auto sanding - 1,3,1/3/2022 14:48,807143,SP400-IR-4,247.7,1450,247.7,1450,245,1,1
Auto sanding - 1,4,1/3/2022 14:49,807143,SP400-IR-4,247.1,1450,247.1,1450,245,1,1
Auto sanding - 1,5,1/3/2022 14:49,807143,SP400-IR-4,246.8,1450,246.8,1450,245,1,1
Auto sanding - 1,1,1/4/2022 2:52,807145,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,2,1/4/2022 2:57,807145,SP400-IR-4,248.5,1450,248.5,1450,245,1,1
Auto sanding - 1,3,1/4/2022 3:00,807145,SP400-IR-4,248.8,1450,248.8,1450,245,1,1
Auto sanding - 1,4,1/4/2022 3:03,807145,SP400-IR-4,249.3,1450,249.3,1450,245,1,1
Auto sanding - 1,5,1/4/2022 3:03,807145,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,1,1/4/2022 3:04,807145,SP400-IR-4,249,1450,249,1450,245,1,1
Auto sanding - 1,2,1/4/2022 3:04,807145,SP400-IR-4,248.8,1450,248.8,1450,245,1,1
Auto sanding - 1,3,1/4/2022 3:05,807145,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,4,1/4/2022 3:05,807145,SP400-IR-4,247,1450,247,1450,245,1,1
Auto sanding - 1,5,1/4/2022 3:05,807145,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,1,1/4/2022 3:06,807145,SP400-IR-4,246.1,1450,246.1,1450,245,1,1
Auto sanding - 1,2,1/4/2022 3:06,807145,SP400-IR-4,247.8,1450,247.8,1450,245,1,1
Auto sanding - 1,3,1/4/2022 3:06,807145,SP400-IR-4,249.4,1450,249.4,1450,245,1,1
Auto sanding - 1,4,1/4/2022 3:12,807145,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,5,1/4/2022 3:12,807145,SP400-IR-4,248.3,1450,248.3,1450,245,1,1
Auto sanding - 1,1,1/4/2022 4:56,807146,SP400-IR-4,249.4,1450,249.4,1450,245,1,1
Auto sanding - 1,2,1/4/2022 4:56,807146,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,3,1/4/2022 4:57,807146,SP400-IR-4,246.4,1450,246.4,1450,245,1,1
Auto sanding - 1,4,1/4/2022 4:57,807146,SP400-IR-4,249.3,1450,249.3,1450,245,1,1
Auto sanding - 1,5,1/4/2022 4:57,807146,SP400-IR-4,248.9,1450,248.9,1450,245,1,1
Auto sanding - 1,1,1/4/2022 4:58,807146,SP400-IR-4,247.2,1450,247.2,1450,245,1,1
Auto sanding - 1,2,1/4/2022 4:58,807146,SP400-IR-4,249.1,1450,249.1,1450,245,1,1
Auto sanding - 1,3,1/4/2022 4:58,807146,SP400-IR-4,246.7,1450,246.7,1450,245,1,1
Auto sanding - 1,4,1/4/2022 4:59,807146,SP400-IR-4,247.9,1450,247.9,1450,245,1,1
Auto sanding - 1,5,1/4/2022 4:59,807146,SP400-IR-4,248.1,1450,248.1,1450,245,1,1
Auto sanding - 1,1,1/4/2022 5:07,807140,SP400-IR-4,248.7,1450,248.7,1450,245,1,1
Auto sanding - 1,2,1/4/2022 5:07,807140,SP400-IR-4,250.3,1450,250.3,1450,245,1,1
Auto sanding - 1,3,1/4/2022 5:08,807140,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,4,1/4/2022 5:09,807140,SP400-IR-4,247.9,1450,247.9,1450,245,1,1
Auto sanding - 1,5,1/4/2022 5:09,807140,SP400-IR-4,248.2,1450,248.2,1450,245,1,1
Auto sanding - 1,1,1/4/2022 5:11,807140,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,2,1/4/2022 5:12,807140,SP400-IR-4,248.9,1450,248.9,1450,245,1,1
Auto sanding - 1,3,1/4/2022 5:12,807140,SP400-IR-4,249.2,1450,249.2,1450,245,1,1
Auto sanding - 1,4,1/4/2022 5:13,807140,SP400-IR-4,248.9,1450,248.9,1450,245,1,1
Auto sanding - 1,5,1/4/2022 5:14,807140,SP400-IR-4,248.5,1450,248.5,1450,245,1,1
Auto sanding - 1,1,1/4/2022 5:15,807140,SP400-IR-4,248.3,1450,248.3,1450,245,1,1
Auto sanding - 1,2,1/4/2022 5:16,807140,SP400-IR-4,246.6,1450,246.6,1450,245,1,1
Auto sanding - 1,3,1/4/2022 5:17,807140,SP400-IR-4,248.4,1450,248.4,1450,245,1,1
Auto sanding - 1,4,1/4/2022 5:17,807140,SP400-IR-4,248.3,1450,248.3,1450,245,1,1
Auto sanding - 1,5,1/4/2022 5:17,807140,SP400-IR-4,248.7,1450,248.7,1450,245,1,1
Auto sanding - 1,1,1/4/2022 6:59,807137,SP400-IR-4,248.7,1450,248.7,1450,245,1,1
Auto sanding - 1,2,1/4/2022 7:01,807137,SP400-IR-4,249.1,1450,249.1,1450,245,1,1
Auto sanding - 1,3,1/4/2022 7:03,807137,SP400-IR-4,248.2,1450,248.2,1450,245,1,1
Auto sanding - 1,4,1/4/2022 7:03,807137,SP400-IR-4,249.3,1450,249.3,1450,245,1,1
Auto sanding - 1,5,1/4/2022 7:03,807137,SP400-IR-4,247.6,1450,247.6,1450,245,1,1
Auto sanding - 1,1,1/3/2022 19:28,807134,SP400-IR-4,250,1450,250,1450,245,1,1
Auto sanding - 1,2,1/3/2022 19:28,807134,SP400-IR-4,249.4,1450,249.4,1450,245,1,1
Auto sanding - 1,3,1/3/2022 19:28,807134,SP400-IR-4,246.7,1450,246.7,1450,245,1,1
Auto sanding - 1,4,1/3/2022 19:29,807134,SP400-IR-4,249.7,1450,249.7,1450,245,1,1
Auto sanding - 1,5,1/3/2022 19:30,807134,SP400-IR-4,246.9,1450,246.9,1450,245,1,1
Auto sanding - 1,1,1/3/2022 19:30,807134,SP400-IR-4,247.5,1450,247.5,1450,245,1,1
Auto sanding - 1,1,1/3/2022 20:05,807135,SP400-IR-4,250.2,1450,250.2,1450,245,1,1
Auto sanding - 1,2,1/3/2022 20:09,807135,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,3,1/3/2022 20:10,807135,SP400-IR-4,249.1,1450,249.1,1450,245,1,1
Auto sanding - 1,4,1/3/2022 20:11,807135,SP400-IR-4,250,1450,250,1450,245,1,1
Auto sanding - 1,5,1/3/2022 20:11,807135,SP400-IR-4,249.9,1450,249.9,1450,245,1,1
Auto sanding - 1,1,1/4/2022 9:43,807850,SP400-IR-4,247.5,1450,247.5,1450,245,1,1
Auto sanding - 1,2,1/4/2022 9:43,807850,SP400-IR-4,250,1450,250,1450,245,1,1
Auto sanding - 1,3,1/4/2022 9:43,807850,SP400-IR-4,247.9,1450,247.9,1450,245,1,1
Auto sanding - 1,4,1/4/2022 9:44,807850,SP400-IR-4,247.6,1450,247.6,1450,245,1,1
Auto sanding - 1,5,1/4/2022 9:44,807850,SP400-IR-4,248.5,1450,248.5,1450,245,1,1
Auto sanding - 1,1,1/4/2022 13:41,08/07131,SP400-IR-4,247,1450,247,1450,245,1,1
Auto sanding - 1,2,1/4/2022 13:41,08/07131,SP400-IR-4,247.7,1450,247.7,1450,245,1,1
Auto sanding - 1,3,1/4/2022 13:42,08/07131,SP400-IR-4,247.8,1450,247.8,1450,245,1,1
Auto sanding - 1,4,1/4/2022 13:42,08/07131,SP400-IR-4,249.3,1450,249.3,1450,245,1,1
Auto sanding - 1,5,1/4/2022 13:42,08/07131,SP400-IR-4,247.6,1450,247.6,1450,245,1,1
Auto sanding - 1,1,1/4/2022 13:43,807131,SP400-IR-4,249.5,1450,249.5,1450,245,1,1
Auto sanding - 1,2,1/4/2022 13:43,807131,SP400-IR-4,248.3,1450,248.3,1450,245,1,1
Auto sanding - 1,3,1/4/2022 13:43,807131,SP400-IR-4,247.8,1450,247.8,1450,245,1,1
